Stream Item Text;KAT
Aldrig. Du bestemmer ikke over mig. ???;ANDET
Sarah Andersen Lisbeth Duduka Suaad Hujale;ANDET
Mia har også lige tagget mig i den ????;ANDET
Det er totalt absurd, intet kunstværk er så mange penge værd.;ANDET
HejMit sind flyver altid så viden omkring,Jeg mener det er Lene Siel, måske der er flere indspilninger??? Også af andre??SANNE i Fredericia. ????;ANDET
Morten Hartmann - jeg ramte plet på hvor jeg gerne ville ????????;ANDET
Det er bare lidt komisk når man tænker på at 80% af de opgaver man får på universitetet kræver, at man går på nettet og analysere kilder og henter information fra databaser, artikler mm. Det er netop en af årsagerne til at nettet bliver brugt så meget på ungdomsuddannelserne: for at forberede de studerende på den arbejdsmetode man bruger på de videregående uddannelser.;ANDET
Sandheden just - ikke flere;ANDET
"Så alle kvinder spørger inden de gramser og smider om sig med verbale ""overgreb""?";ANDET
Dit forslag er så tæt på ægte demokrati, at det pludselig ikke synes utænkeligt: udpegning ved lodtrækning for en kortere periode.;ANDET
Nina Silje Krantz Trant hold nu kæft hvor er hun sød!!????;ANDET
Hvorfor må naturen ikke være til stede i verden mere planter dyr osv skal bare udryddes eller forbydes ... Måske det var på tide at forbyde mennesker på jorden de er da den værste fare på denne jord...;ANDET
Mener du homoseksuelle og jøder og kvinder uden tørklæde selv skal betale for beskyttelse mod muslimsk forfølgelse??;ANDET
"""Jeg har fået en seddel med, med politimesterens stempel"" ????";ANDET
Ingen undskyldning, se at kom ud, og tal med nogle danskere. Vi skal jo lære at klare os selv,;ANDET
Haha den holder stadig!!!;ANDET
Tror sgu ik, at Nadia ville være tilfreds ??;ANDET
Men hvad med dig???;ANDET
Men det er jo sandt!;ANDET
Kære Pia, jeg tror lige du skal læse lidt op på diagnosen asperger. Hvis du gør det, så lov mig at læse grundigt op, for her er tale om et meget bredt spektrum. Forkælelse i denne sammenhæng har ingen gang på jord, og dem der har diagnosen inde på livet, ville sikkert i nogen tilfælde ønske at du havde ret, for så var livet meget, meget lettere.;ANDET
Hvad med cykler......Også billigere at købe, men dyre at eje.....??;ANDET
Du lukkede øjnene hele filmen;ANDET
kom lige til at læse nogle af kommentarene til denne video ... dårlig ide... antallet af sure vegetarer og folk der er sure over deres licens penge går til rejser er overvældende ...  ??;ANDET
Mie Nielsen det er virkelig sjovt det her program ??????;ANDET
mon dog ikke der står en masse danskere i kø for at overtage den milliard forretning som cannabis nu engang er ?? så tvivler på din løsning fjerner kriminalitet :);ANDET
han er trods alt fra DF;ANDET
"Ulla Jensen; smutten ????";ANDET
Folk som dig kommer altid med undskyldninger, videoen kommer med facts.;ANDET
Og så skulle de blive der.;ANDET
Det kan kun lade sig gøre at integrere udlændinge, hvis de faktisk selv vil. Måske skal kravene håndhæves anderledes?;ANDET
Casper, Simon, Christine, François-Xavier - er i klar til kagedate?;ANDET
Troede det var Magnus i starten;ANDET
Giver ham ret de fleste er. Men ikke alle..??;ANDET
"Lang og ?edsommelig beskrivelse af, hvad kvinders formål med livet er! Gad vide om han syntes, at ord som ""slave, ejendom, underlegen"" osv., liiii' var en tand for harske?  Jeg synes nu mere, at han lyder som en vrissen gammel ""mand"" med ekstrem lavt selvværd og en IQ der på en rigtig god dag og med en utrolig god vilje nærmer sig de 50! Den type, som virkelig har ondt af sig selv og hvor det altid er alle andre end ham selv, som fatter minus og er helt hen i skoven!";ANDET
Hahah!! Er totalt fan ????;ANDET
Jeg tror både præsten og imamen er godt for de indsatte.;ANDET
Lasse Von Moos Antonsen ????;ANDET
Vi skulle nok have n ny tunnel og ikke et nyt sygehus.??????;ANDET
Glemte sgu da lige tabasco??;ANDET
Hahahaha Zlatan effekten habibi;ANDET
Charlotte Kramer dør ??????;ANDET
Jasmina Halimah Nadine  Jammen du har da helt ret. Jeg skammer mig til tider over at være allieret med et land som USA. Et land som gentagne gange udøver overdreven vold imod uskyldige. Helt sikkert. Jeg har kun afsky overfor Trump. Jeg skammer mig da over når danske jagerfly rammer uskyldige civile. Jeg har intet had mod hverken islam eller arabere. De er mine brødre og søstre. Men jeg har kun afsky overfor sharia og mørkemændene som prædiker en sort islam;ANDET
HejEt af dagens hovedindlæg på dr.dk nyheder er københavnske politikeres brug af borgernes penge, når politikeren fejrer deres fødselsdag. Der nævnes Frank Jensen, Ninna Thomsen, Anne Mee Allerslev, men blikfanget til artiklen er et billede af en storgrinende Nicolaj Vammen og så står der i teksten til billedet, at han IKKE betalte med kommunens penge.Det er VIRKELIG USMAGELIGT og provokerer mig, at man arbejder sådan som journalist. Indlæget i DR.dk. er skrevet af Roger Buch;KLAGE
Det er så konge fedt I har sat fokus på dette alvorlige emne. Jeg har selv været der og derfor går videoen lige i hjertet. Jeg håber I med Jeres humoristiske vinkel kan få sat fokus og skabt debat omkring emnet og i mindst hvordan vi alle har et ansvar for at vi kommer ud af dette hamsterhjul??????;ANDET
og man kunne sikkert få sammen resultat med forurening fra køretøjer og sikkert værre for 10-15 år siden;ANDET
Det kunne godt have været mig ??????;ANDET
Tror jeg kan have flere end denne lille fyr ????;ANDET
Sofie Urup & Krista Urup ??;ANDET
Feyzullah Kuyucu Firat Kiran;ANDET
Den er fantastisk ????;ANDET
Maddi Ventrup du laver damer på din egen størrelse????????;ANDET
Nanna Bæk Møller og Vishnuga Veluppillai, det var denne her jeg snakkede om!;ANDET
Man skal lige tænke på at psykisk syge i mange tilfælde lider af tvangstanker. Har selv været udsat for en der troede at naboerne stjal hans traktor feks. De er ikke de sikreste sandhedsvidner.;ANDET
Så tror jeg det er godt du har låst døren ??;ANDET
Isalina Bohn os hvis vi bliver tømrere;ANDET
Smid dem ud af danmark;ANDET
Man skulle forbyde en hver bandeaktivitet;ANDET
Vi skal med i Viborg. Glæder os !;ANDET
Russisk kirkesang vil være passende.;ANDET
Martin Bro Christensen, simpelthen verdens bedste sang ??????;ANDET
Laura Emilie Hviid Petersen;ANDET
Dejlige stress-fri tider! Lange eftermiddage med Landmandspil og snack-spisning...;ANDET
OK med mig, hvis de så også nedlægger sig selv;ANDET
Haha tror virkelig ikke jeg tør ??;ANDET
Marie Bebe Krog Tønnes;ANDET
Ja Hanne Haslund ?????? tæt på 46 år du var 3 mdr da du kom ind i mit liv ????;ANDET
Det må være din tankegang ??;ANDET
Mon ikke det er DR, der skylder danskerne penge istedet??;KLAGE
Det er fandeme godt vi er ved at træde ud af Morten Olsen's rædselsregime, nu er der endelig lys for enden af tunnelen.;ANDET
Camilla K. Sørensen dør;ANDET
Nu har manden jo selv indrømmet ...;ANDET
.... er det den manglende bh der afslørede det???????;ANDET
Rasmus Taaftegaard Danni Ambi ??;ANDET
Nicklas Thomsen hvis du trænger til lidt hygge inde i brummen;ANDET
Enig kemilandbruget eksperiment med os alle sammen.;ANDET
Helle Grinderslev hold nu op det er simpelthen det dummeste Helle! Så bevis lige overfor mig han findes! Har du mødt ham ? Hvis du går må du gerne hilse ham fra mig og sige jeg syntes han er et sadistisk møgsvin! I gamle dage kan jeg forstå man måtte til religion for at ting gav mening!;ANDET
Afskedsreceptionen blive afholdt på rådhuset Uden beregning naturligvis!;ANDET
Bengt Holst er en fornuftig mand;ANDET
Nikolaj Kjær Nordqvist Malene Kjær Thomsen Melanie Bak Must try!!!!;ANDET
Arveafgift væk! Der er betalt skat en gang!!;ANDET
Jeg taler ikke om disse muslimske tørklædedamers opfattelse af hvad der er smukt eller ikke. Jeg taler om modelbureauernes udnyttelse af et undertrykkende religiøst symbol. Resultatet er ikke smukt. Man er, måske uden at være klar over det, med til at idealisere islamiske/islamistiske holdninger til kvinden med alt hvad det indebærer. Barnebrude og seksuel udnyttelse i en tidlig alder. Begrebet pornomodel må stå for din egen regning.;ANDET
Folkets kærlighed: Min styrke. Mon ikke Frederik vælger dette motto for sin kongegerning?;ANDET
Tobias Bast Reinwald Tartar!;ANDET
Annesofie Fløe Nielsen øv vi ikke havde set dette ??;ANDET
Hvem betaler fartbøden for de hovedløse biler?;ANDET
Tager du en persons livsindkomst, og omregner den til GINI koefficient år for år... så får du et tal i omegnen af 28-30... jo højere uddannelse og jo højere løn - jo større ulighed over livet. Og det er det vi oplever i DK... ulighed igennem livet, fordi man som ung og relativt uerfaren har en lavere løn end som ældre og erfaren. Det er helt logisk og i god skik med hvad det er ret og rimeligt. Så når uligheden stiger i DK er det tegn på flere får en uddannelse og flere får vellønnede job. Det er altså ikke et problem. Det er et sundhedstegn.;ANDET
Mads Aarslev Strand Holm????;ANDET
Hvor er det dog fint! Du er vel nok det dygtigste og bedste menneske, også har du endda set lyset! Hooold nu op, vi er skabt til at spise kød. Køb økologisk hvis du vil hjælpe til et sundere miljø?;ANDET
Fra de media som ikke er statskontrolleret. Men det er information man selv skal lede efter. Ikke så nemt som bare at lappe det i sig der bliver serveret. Husk! Det er i orden at tro på andet end det du bliver bedt om at tro på. ?? Tænk over den min broder.;ANDET
Hahah ej I er søde, men det tror jeg simpelthen ikke, jeg er god nok til ??;ANDET
Så det i går! Ret spændende;ANDET
Hvorfor er jeg hemmelighedsfuld Jonas? ??;ANDET
Maise Bottelet føler lidt det ligner din øloplukker i starten i:;ANDET
???????? og tror endda han sagde Amerika men I fik det til Gambia hahahahahah;ANDET
Stop det vås, der findes ingen Gud og enhver er sig selv nærmest....;ANDET
Mie Højgaard Lauritsen ????;ANDET
Ditte sæt dig ind i begreberne før du ynker. Det er migranter også kaldet velfærdsflygtninge og der er ikke krig eller uro i deres land de har bare hørt at i Danmark kan man som migrant blive forsøget i hoved og r...  De skal sendes retur hvor de kom fra og dette kan kun gå for langsomt;ANDET
Michael Larsen Jeg ved godt, at naturen kan virke skræmmende, men ulve/løver/spækhuggere har ikke noget andet valg end at dræbe for at få kød. Normalt tager ulve vildt og gnavere og holder bestanden sund. Hvis bestanden er blevet for stor til at området er bæredygtigt, så må der ske en reduktion af a. antallet af ulve eller b. antallet af får.;ANDET
Du snakker som du har forstand.;ANDET
hHahahaha så tager vi lige et stort venstre sving;ANDET
Christoffer Bjerre, Nikolaj Bjerre, Magnus Kronborg;ANDET
Louis Ildal Matthias J. V. Hansen haha??;ANDET
Puha tør vi? ???? Ej, selvfølglig gør vi det, og ja vi skal da alle 4 tage ind og se den sammen ??;ANDET
Det er det samme hver gang med GM. Det skal altid løftes op i et ikke-praktisk luftlag, og bedst som han føler sig ovenpå og tilpas, så bliver han nedladende og arrogant. Det er i hvert fald klippet således.;ANDET
Annette Dalsgaard DauckeEr det os?;ANDET
Det jo lige det, Mette ????;ANDET
"""Jeg skriver med alle mulige"".....";ANDET
De gede hyrder høre ikke hjemme i en civilisation;ANDET
Christina Thompson Oliver Adrian Svejstrup Brynnum;ANDET
tænd et lys og vi skal stå sammen og en kop venlig bo kaffe;ANDET
Lars Rex Det kan ikke forventes, at nogle læser så meget! De fleste mennesker her er faktaresistente !;ANDET
Det er grotesk at skatteyderne betaler Henriksens løn, når de aldrig får andet end spredning af muslimhad for pengene.;ANDET
Majbritt Kulvsbæk Ringsted Theill oz mig ??;ANDET
Ja, vi stoler alle på at en tilfældig mand på FB ved mere om trusselsbilledet mod jødiske institutioner i DK, hvor mange planlagte angreb der er blevet stoppet til dato og hvor mange folk det faktisk kunne finde på at dræbe jødiske mænd, kvinder og børn i DK ... end vi stoler på PET og FE. Hvorfor skal vi egentlig have sådan efterretningstjenester når tilfældige FB brugere kan analysere sig frem til trusselsvurderinger der er mindst lige så pålidelige? (ironi kan forekomme ??);ANDET
Anders Lund Pedersen Jakob Jensen - der var den ??;ANDET
Kan du finde et link til bare et enkelt dødsfals af pesticider i Danmark... ??.. - der dør 14000 af rygning hvert år... Det er jo helt ude af proportioner at falde over det der reelt kun liiiige kan måles.. en kop kaffe er langt giftigere...;ANDET
Hornsleth Bar Aarhus ????????;ANDET
Hahaha forstår ikke de har klippet det ud ??;ANDET
Haha det faktisk ret sjovt! Hørte den imorges sammen med Magnus! ????;ANDET
Har man tidligere reg. Nr kan man tjekke synsrapporten ...;ANDET
Der bliver ingen krig..og USA ved godt de ikke skal lege med ild..for han er ??.;ANDET
Riight, for det kom jo til at ske ??Hvornår rotter i jer ikke sammen mod mig????;ANDET
Er det  ikke  helt  normalt  ?;ANDET
det gøre de ikke meget længer for der er ikke mange børnpenge  i det mere;ANDET
Frederikke Ginger Næsland vidste ikke at denne video havde noget med din opvækst at gøre;ANDET
Lykke Bo Jeg mener egentlig også det er det Dan Jørgensen pointerer. Men skoler som underviser på et muslimsk grundlag er vel som udgangspunkt ikke demokratiske, derhen, at Islam er en lovreligion (sharia) og undersøgelse på undersøgelse siger det samme, nemlig at næsten 50% af alle herboende muslimer mener at dansk lovgivning burde basere sig på Sharia og IKKE demokratisk vedtagen lovgivning. Er det generalisering? jeg ved det ikke, men det er i alle tilfælde fakta!Men det gør ikke alle herboende muslimer til monstre, og langt langt de fleste indordner sig det danske samfund, uden dog - for manges vedkommende - at være enige i vores værdinormer.VH;ANDET
Dælme godt man har store børn så man ikke skal bekrymre sig om det;ANDET
Det er jo ikke EU men som du selv siger Schengen...;ANDET
Husk det nu Jesper Bonde Olesen!;ANDET
Peter AlbinussenJacob AlbinussenCecilia RanumEmil Schan;ANDET
Jeg tror ikke det påvirker folk på den måde du beskriver Gazi Gazi. Man kan jo se på hende at hun ikke har det nemt. Hendes adfærd ændrer sig når hun er sammen med vennerne i byen og når hun er alene foran kameraet.;ANDET
Jeg kan vel se det en dag? Behøver vel ik læse ??;ANDET
Så flot gjort ????????;ANDET
Maria Villum ?? Godt at vide.. hvis nu man skal være forberedt... tjah;ANDET
Rådyr, ræve, grævlinger kommer jo også tæt på.;ANDET
"Søren Lindhardt - Jamen siden du ""ved"" det, så FORTÆL os dog, hvordan ""Danmark ser ud om 10 års tid"" ;)";ANDET
Patientforeningen skal bare lige have politikerne til, at ændre i loven, som det er idag, skal patinterne give tilsagn om, at de vil modtage en SMS.;ANDET
Kristian Lyhne Damgård pas på dræberfasanen!!;ANDET
Hej ville høre om de lange lyslamper i sort med små lyshuller i har lige ved siden af pigen ...kan man købe den nogen steder??mvh claus;ANDET
Rune Lindberg Nielsen tiëstoooo;ANDET
Jeg har taget Dolol i en lang periode, uden problemer. Jeg tror det er individuelt, hvordan de virker, for mig var de gode..;ANDET
Det tror jeg roligt, du kan regne med ????;ANDET
